state_id,party_id,general_votes,postal_votes,total_votes,total_electors
23,389,6784,4,6788,3273811
23,390,3618,0,3618,1904315
23,391,10238,1,10239,6824828
23,394,5063,3,5066,3565236
23,399,11359,2,11361,7629584
23,419,542,0,542,1949956
23,420,350,0,350,1588475
23,423,12122,0,12122,8616871
24,NULL,50140,33,50173,21731121
24,1,11967,19,11986,5613832
24,25,1101919,4119,1106038,4598128
24,26,1193,2,1195,1685296
24,31,20289849,26413,20316262,62833113
24,32,95404,24,95428,11324644
24,37,8363,1,8364,1475112
24,40,51535,15,51550,18110017
24,80,8681131,11166,8692297,62833113
24,92,56356,27,56383,23512468
24,110,252438,156,252594,56523181
24,123,1201406,1379,1202785,4600758
24,124,34835,8,34843,7430103
24,125,7238,15,7253,7145788
24,126,11702097,21069,11723166,47996312
24,151,3348,0,3348,1425428
24,160,1103,0,1103,1685296
24,163,4942691,4220,4946911,62833113
24,164,472675,325,473000,123914113
24,172,13527,0,13527,4577769
24,173,29549,15,29564,13461959
24,179,2203,2,2205,1495089
24,180,60591,17,60608,17636135
24,183,12239,1,12240,4589413
24,190,7604,4,7608,1475112
24,194,61444,7,61451,10447547
24,206,12117,0,12117,2975745
24,269,570377,917,571294,62833113
24,275,3825,4,3829,1602849
24,281,22276,8,22284,10448698
24,303,1719,1,1720,2974698
24,320,18205,5,18210,10673095
24,334,20137,7,20144,6094864
24,343,1254003,1791,1255794,5637915
24,375,47847,14,47861,5704680
24,385,51648,12,51660,4308043
24,394,350426,190,350616,55591928
24,397,5339,1,5340,1470911
24,411,1071,0,1071,1540713
24,427,47975,31,48006,13809410
25,NULL,3076,0,3076,1518923
25,1,89290,12,89302,15078596
25,7,5743,0,5743,1312562
25,8,4516,0,4516,1639645
25,25,33873,0,33873,7712865
25,26,3094,0,3094,1890021
25,31,306301,31,306332,15150176
25,34,481646,21,481667,13577349
25,37,8251,1,8252,2760315
25,40,16045,0,16045,3471686
25,80,5205765,1674,5207439,20349796
25,92,39751,1,39752,12598053
25,110,140111,30,140141,20349796
25,123,78026,3,78029,4104534
25,124,319216,6,319222,11748511
25,125,14898,0,14898,1648459
25,126,68211,1,68212,3001926
25,163,1724591,149,1724740,12984014
25,164,426209,15,426224,119891902
25,173,19543,0,19543,2872390
25,177,215603,4,215607,1152632
25,179,86085,7,86092,7700580
25,180,41387,0,41387,7475805
25,189,203869,0,203869,5467071
25,190,9061,1,9062,3230124
25,194,1204730,301,1205031,5719825
25,205,10869,1,10870,3230417
25,206,1567258,397,1567655,20349796
25,235,110185,0,110185,1890021
25,244,4409,0,4409,1648459
25,265,4245,0,4245,1639645
25,269,190919,8,190927,20349796
25,302,38322,0,38322,5158715
