candidate,sex,age,general_votes,postal_votes,total_votes,total_electors,state_id,category_id,party_id,pc_id
BIRAJ ADHIKARI,M,57,1943,55,1998,434128,20,3,613,315
DHIRAJ KUMAR RAI,M,37,1479,24,1503,434128,20,3,843,315
NARENDRA ADHIKARI,M,30,607,7,614,434128,20,3,858,315
RABIN RAI,M,44,392,4,396,434128,20,3,481,315
SUNMAYA GURUNG,F,51,377,6,383,434128,20,3,193,315
MAHENDRA THAPA,M,31,593,4,597,434128,20,3,164,315
PASSANG GYALI SHERPA,M,37,1947,56,2003,434128,20,0,164,315
NOTA,null,null,2257,22,2279,434128,20,null,269,315
R.Anbuchezhian,M,48,15153,34,15187,1946870,21,2,110,316
Dr.P.Venugopal,M,66,409274,1063,410337,1946870,21,2,17,316
Dr.K.Jayakumar,M,69,764093,3199,767292,1946870,21,2,163,316
C.Kalanithi,M,39,4153,9,4162,1946870,21,2,467,316
D.Ravi Pariyanar,M,42,1754,6,1760,1946870,21,2,334,316
Logarangan.M,M,35,73555,176,73731,1946870,21,2,693,316
M.VETRISELVI,F,42,65254,162,65416,1946870,21,2,728,316
G.Arulraj,M,32,871,1,872,1946870,21,2,164,316
D.Anandaraj,M,34,788,1,789,1946870,21,2,164,316
K.Kamalanathan,M,38,704,1,705,1946870,21,2,164,316
V.Gunasekaran,M,65,907,1,908,1946870,21,2,164,316
K.Chandrasekar,M,38,762,0,762,1946870,21,2,164,316
S.Sargunam,M,42,722,1,723,1946870,21,2,164,316
C.Bharath,M,26,1976,1,1977,1946870,21,2,164,316
A.Manikandan,M,32,3123,3,3126,1946870,21,2,164,316
Murugesan,M,53,3185,0,3185,1946870,21,2,164,316
Pon.Raja,M,43,33869,75,33944,1946870,21,2,164,316
N.Vikraman,M,35,1942,0,1942,1946870,21,2,164,316
Vijaya .R.,F,59,2363,5,2368,1946870,21,2,164,316
G.George,M,55,726,2,728,1946870,21,2,164,316
NOTA,null,null,18175,100,18275,1946870,21,null,269,316
ALAGAAPURAM R. MOHANRAJ,M,65,129076,392,129468,1487681,21,3,133,317
Dr. KALANIDHI VEERASWAMY,M,49,589034,1952,590986,1487681,21,3,134,317
S.ROBERT GNANA SEKAR,M,43,4413,7,4420,1487681,21,3,110,317
M.L.RAVI,M,54,943,2,945,1487681,21,3,591,317
KAMESH,M,44,2665,4,2669,1487681,21,3,869,317
KALIYAMMAL.P,F,33,60411,104,60515,1487681,21,3,728,317
J. SEBASTIN,M,42,900,0,900,1487681,21,3,856,317
K.PRABHAKARAN,M,35,678,1,679,1487681,21,2,688,317
L.PRAVEEN KUMAR,M,38,768,0,768,1487681,21,3,291,317
A. G. MOURYA,M,62,102980,187,103167,1487681,21,3,693,317
R.ARULMURUGAN,M,38,614,1,615,1487681,21,3,164,317
S.GANESH,M,37,1459,2,1461,1487681,21,3,164,317
N.SATHEESH KANNAN,M,28,845,2,847,1487681,21,2,164,317
P.SANTHANA KRISHNAN,M,44,33232,45,33277,1487681,21,3,164,317
V.SARAVANAN,M,29,1068,2,1070,1487681,21,3,164,317
G.SRINIVASAN,M,42,1677,0,1677,1487681,21,3,164,317
S.SELVARAJ,M,43,2458,1,2459,1487681,21,3,164,317
C.DHANRAJ,M,44,1115,1,1116,1487681,21,3,164,317
J.DHARANIDHARAN,M,39,402,0,402,1487681,21,2,164,317
A.G.DAMODHARAN,M,46,762,1,763,1487681,21,3,164,317
S.PRITHVIRAJ,M,25,555,0,555,1487681,21,3,164,317
P.MARIMUTHU,M,63,565,1,566,1487681,21,3,164,317
L.RAJ,M,44,531,2,533,1487681,21,3,164,317
NOTA,null,null,15619,68,15687,1487681,21,null,269,317
KOTTUR R.KUMAR,M,38,2397,2,2399,1973533,21,2,110,318
T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN,F,56,563240,1632,564872,1973533,21,3,134,318
Dr.J.JAYAVARDHAN,M,31,302152,497,302649,1973533,21,3,17,318
SAIKUMAR.S,M,52,1489,2,1491,1973533,21,3,856,318
S.SRINIVASAN (A) POWER STAR,M,57,665,5,670,1973533,21,3,333,318
V.THIRUNAVUKARASU,M,42,435,1,436,1973533,21,3,688,318
Dr.A.NARESH,M,29,1379,2,1381,1973533,21,2,869,318
K.MURALI KRISHNAN,M,69,860,0,860,1973533,21,3,292,318
R.RANGARAJAN,M,40,135334,131,135465,1973533,21,3,693,318
R.JOHNSON,M,37,512,0,512,1973533,21,3,617,318
M.A.JAYAKUMAR,F,64,638,1,639,1973533,21,3,591,318
A.J.SHERINE,F,26,50156,66,50222,1973533,21,3,728,318
AGNI SRIRAMACHANDRAN,M,38,1443,1,1444,1973533,21,3,164,318
S.ASHOK,M,47,347,1,348,1973533,21,3,164,318
P.AZHAGIRI,M,44,553,0,553,1973533,21,2,164,318
S.ELANKUMARAN,M,49,958,1,959,1973533,21,3,164,318
R.GANESAN,M,51,673,0,673,1973533,21,3,164,318
K.KANNAN,M,46,635,0,635,1973533,21,3,164,318
B.KARTHIKEYAN,M,43,533,0,533,1973533,21,3,164,318
D.KARTHICK,M,32,1203,0,1203,1973533,21,3,164,318
K.SARAVANA PERUMAL,M,33,1645,0,1645,1973533,21,3,164,318
I.CHIDAMBARA ANANTHA RAJA (A) ICARR WEEOUI,M,35,743,0,743,1973533,21,3,164,318
SIBI CHAKKARAVARTHY,M,28,647,0,647,1973533,21,3,164,318
K.SUDHAGAR,M,50,224,0,224,1973533,21,3,164,318
N.SUBRAMANI,M,48,431,1,432,1973533,21,3,164,318
Dr.E.SUBAYA (A) ESAKKI SUBAYA,M,55,29482,40,29522,1973533,21,3,164,318
E.DHANASEKARAN,M,51,350,0,350,1973533,21,3,164,318
G.DHANASEKARAN,M,48,437,0,437,1973533,21,3,164,318
G.DEVASAHAYAM,M,40,462,0,462,1973533,21,3,164,318
KUPPAL.G.DEVADOSS,M,64,313,0,313,1973533,21,3,164,318
S.MANOVA,M,28,292,1,293,1973533,21,2,164,318
MURTHY.M,M,56,1429,0,1429,1973533,21,3,164,318
A.RAVICHANDRAN,M,32,427,0,427,1973533,21,3,164,318
M.RADHA,O,53,1040,2,1042,1973533,21,2,164,318
B.RAJI,M,28,220,0,220,1973533,21,3,164,318
M.RAJESWARI PRIYA,F,36,771,1,772,1973533,21,3,164,318
C.ROSI,F,29,498,0,498,1973533,21,2,164,318
J.JANCI RANI,F,36,379,0,379,1973533,21,3,164,318
FARMER K.JAYARAMAN,M,43,963,5,968,1973533,21,3,164,318
D.HARI HARAN,M,44,217,2,219,1973533,21,2,164,318
NOTA,null,null,16838,53,16891,1973533,21,null,269,318
DAYANIDHI MARAN,M,52,447150,1761,448911,1332300,21,3,134,319
PARTHASARATHY.M.,M,49,2684,12,2696,1332300,21,3,110,319
KAMEELA NASSER,F,54,92047,202,92249,1332300,21,3,693,319
KARNAN.C.S.,M,63,5763,5,5768,1332300,21,2,467,319
Dr.KARTHIKEYAN. R,M,31,30809,77,30886,1332300,21,3,728,319
GEETHALAKSHMI.V.R.,F,51,1028,2,1030,1332300,21,3,292,319
SASIKUMAR.S.,M,36,1555,1,1556,1332300,21,3,869,319
SAM PAUL. S.R.,M,41,146813,578,147391,1332300,21,3,287,319
SURESH BABU. D.,M,43,690,0,690,1332300,21,3,591,319
NAJIMUNNISSA,F,48,643,2,645,1332300,21,3,478,319
VALARMATHI. K.,F,46,641,2,643,1332300,21,3,486,319
JITENDRA KUMAR JAIN.,M,41,3397,1,3398,1332300,21,3,334,319
SHEIK MOHAMED @ DHEHLAN BAQAVI,M,48,23690,51,23741,1332300,21,3,375,319
RAGHAVAN. M.,M,62,321,1,322,1332300,21,3,164,319
RADHAKRISHNAN. V.,M,47,503,1,504,1332300,21,3,164,319
Dr. GUNASEKAR. N,M,29,1227,2,1229,1332300,21,2,164,319
KUPPUSAMY. K.,M,46,1769,1,1770,1332300,21,3,164,319
GOVINDARAJ. L.,M,39,1184,0,1184,1332300,21,3,164,319
CHANDRANATHAN. S.,M,27,929,0,929,1332300,21,2,164,319
SAMUEL PAUL,M,29,1232,2,1234,1332300,21,2,164,319
SAM PAUL,M,28,1440,4,1444,1332300,21,3,164,319
TAMILARASAN. V.V.,M,33,510,1,511,1332300,21,2,164,319
DINAKARAN. G.,M,29,324,1,325,1332300,21,2,164,319
NASAR. K.,M,35,360,0,360,1332300,21,3,164,319
PRABAKARAN. K.M.,M,57,334,0,334,1332300,21,3,164,319
PRABHAKARAN. N.,M,27,377,0,377,1332300,21,2,164,319
PUSHPARAJ. J. L.,M,28,216,0,216,1332300,21,3,164,319
MADHANAGOPAL. T,M,41,235,0,235,1332300,21,3,164,319
RAVICHANDRAN. M,M,55,196,1,197,1332300,21,3,164,319
RAJ RAMCHAND,M,51,496,1,497,1332300,21,3,164,319
VAITHIYANATHAN. R,M,39,355,1,356,1332300,21,3,164,319
NOTA,null,null,13768,54,13822,1332300,21,null,269,319
Antony.M,M,44,6793,15,6808,2253448,21,3,110,320
Baalu.T.R.,M,77,790750,2531,793281,2253448,21,3,134,320
Godwin Shadrach S R,M,36,3598,1,3599,2253448,21,3,243,320
Palanivel.K,M,53,2611,7,2618,2253448,21,2,124,320
Mahendran.H,M,41,84855,124,84979,2253448,21,3,728,320
Rajasekaran S,M,38,13740,6,13746,2253448,21,3,467,320
Vaithilingam A,M,49,284673,653,285326,2253448,21,3,287,320
Sridhar M,M,46,135383,142,135525,2253448,21,3,693,320
Anantharaman R K,M,40,935,6,941,2253448,21,3,164,320
Ayodhi L,M,54,4046,4,4050,2253448,21,3,164,320
Indian.P.N.K.,M,48,1184,1,1185,2253448,21,3,164,320
Sasikumar A,M,42,803,1,804,2253448,21,3,164,320
Singarajan S P,M,55,738,0,738,2253448,21,3,164,320
Tambaram Narayanan G,M,59,41446,51,41497,2253448,21,3,164,320
Muthumaran K,M,34,1371,0,1371,2253448,21,3,164,320
Raja Marimuthu,M,45,2268,0,2268,2253448,21,3,164,320
Vasanthi S,F,52,2014,4,2018,2253448,21,3,164,320
Viruthagiri A,M,72,1799,1,1800,2253448,21,3,164,320
Vaithiyalingam R,M,54,883,2,885,2253448,21,2,164,320
NOTA,null,null,23288,55,23343,2253448,21,null,269,320
Selvam.G,M,44,680087,3917,684004,1643992,21,2,134,321
Sekar.D,M,37,5002,16,5018,1643992,21,2,110,321
Maragatham K,F,36,396432,940,397372,1643992,21,2,17,321
Sivaranjani.D,F,26,62607,164,62771,1643992,21,2,728,321
Elangovan M,M,35,2271,1,2272,1643992,21,2,164,321
Devarajan C,M,50,1307,5,1312,1643992,21,2,164,321
Pon Jeyaraman S P,M,65,2496,13,2509,1643992,21,2,164,321
Maragadam M,F,49,1631,9,1640,1643992,21,2,164,321
Munusamy A,M,51,55157,56,55213,1643992,21,2,164,321
Ramesh S,M,39,2239,4,2243,1643992,21,2,164,321
Vinothraj R,M,31,1597,0,1597,1643992,21,2,164,321
NOTA,null,null,21591,70,21661,1643992,21,null,269,321
D. DOSS,M,48,8208,99,8307,1500016,21,2,110,322
S. JAGATHRAKSHAKAN,M,71,666688,5502,672190,1500016,21,3,134,322
M. SAVITHA,F,33,4362,136,4498,1500016,21,2,47,322
Y.R. PAVENDHAN,M,40,29065,282,29347,1500016,21,3,728,322
A.K. MOORTHY,M,55,341527,1707,343234,1500016,21,3,287,322
"RAJENDRAN, N.",M,61,23598,173,23771,1500016,21,3,693,322
R. ELAMVAZHUDHI,M,60,851,11,862,1500016,21,3,164,322
PANCHU.UDAYAKUMAR,M,40,827,12,839,1500016,21,2,164,322
B. GANESAN,M,44,908,17,925,1500016,21,3,164,322
M.S. KRISHNAN,M,59,1316,6,1322,1500016,21,2,164,322
Dr.T.M.S.SADHU MUTHU KRISHNAN ERAJENDRAN,M,57,1174,12,1186,1500016,21,2,164,322
P.S. SURESH,M,35,1056,6,1062,1500016,21,3,164,322
S. SHETTU,M,46,1061,6,1067,1500016,21,2,164,322
M. NATARAJAN,M,50,1210,4,1214,1500016,21,3,164,322
N.G. PARTHIBAN,M,43,66595,231,66826,1500016,21,3,164,322
M. PARTHIBAN,M,45,3305,8,3313,1500016,21,2,164,322
G. MOORTHY,M,36,1614,2,1616,1500016,21,3,164,322
C. MOORTHY,M,35,3498,1,3499,1500016,21,3,164,322
R. RAMESH,M,40,799,4,803,1500016,21,3,164,322
NOTA,null,null,12015,164,12179,1500016,21,null,269,322
NOTA,null,null,9398,19,9417,1438643,21,null,269,323
D.M.KATHIR ANAND,M,43,484980,360,485340,1438643,21,3,134,323
A.C.SHANMUGAM,M,67,476690,509,477199,1438643,21,3,17,323
G.S. GANESAN YADAV,M,41,2472,8,2480,1438643,21,3,744,323
BISHOP GODFREY NOBLE,M,49,708,0,708,1438643,21,3,591,323
V.SEKAR,M,60,464,12,476,1438643,21,3,505,323
S. DIVYA,F,25,712,7,719,1438643,21,2,587,323
DEEPALAKSHMI,F,34,26912,83,26995,1438643,21,3,728,323
R. NARESH KUMAR,M,27,3116,7,3123,1438643,21,3,869,323
MOHANAM,M,66,265,0,265,1438643,21,2,690,323
A.VIJAY POUL RAJA,M,44,901,0,901,1438643,21,3,796,323
AGNI SRIRAMACHANDRAN,M,38,1165,1,1166,1438643,21,3,164,323
ARUMUGAM .P,M,43,539,1,540,1438643,21,2,164,323
K.KATHIRAVAN,M,49,387,0,387,1438643,21,3,164,323
M.KATHIRAVAN,M,31,621,0,621,1438643,21,3,164,323
E. KARUNANITHI,M,53,1526,0,1526,1438643,21,2,164,323
S.SHANMUGAM,M,47,3071,0,3071,1438643,21,3,164,323
K.SUGUMAR,M,67,4446,0,4446,1438643,21,3,164,323
P.CHELLAPANDIAN,M,52,2591,0,2591,1438643,21,3,164,323
V. SELVARAJ,M,58,593,2,595,1438643,21,3,164,323
T.DAVID,M,66,244,0,244,1438643,21,3,164,323
S.TAMIL SELVAN,M,43,210,1,211,1438643,21,3,164,323
A.NOORMUHAMAD,M,61,228,0,228,1438643,21,3,164,323
DR.K. PADMARAJAN,M,60,185,0,185,1438643,21,3,164,323
M.BALARAMAN,M,80,230,0,230,1438643,21,3,164,323
MURALI,M,29,195,0,195,1438643,21,3,164,323
P. RAASHID AHMED,M,35,1138,0,1138,1438643,21,3,164,323
M.R.VENKATESAN,M,47,300,0,300,1438643,21,3,164,323
J.S.K,M,39,755,3,758,1438643,21,3,164,323
Dr.A.CHELLAKUMAR,M,58,609396,1902,611298,1530404,21,3,163,324
K.P.MUNUSAMY,M,67,453388,1145,454533,1530404,21,3,17,324
MADHUSOODHANAN.N,M,37,27757,243,28000,1530404,21,3,728,324
SRI KARUNYA SUBRAHMANYAM,M,50,16895,100,16995,1530404,21,3,693,324
N.ASLAM RAHMAN SHERIFF,M,35,805,17,822,1530404,21,3,164,324
AJAZ.S,M,33,682,6,688,1530404,21,3,164,324
S.GANESA KUMAR,M,50,8850,17,8867,1530404,21,3,164,324
T.V.S.GANDHI,M,45,924,10,934,1530404,21,3,164,324
K.KUPPAN,M,68,1064,14,1078,1530404,21,3,164,324
M.KUMARESAN,M,44,1251,8,1259,1530404,21,2,164,324
B.GOVINDAN,M,51,5387,3,5390,1530404,21,3,164,324
DEVAPPA.Y,M,53,1521,1,1522,1530404,21,3,164,324
NAGESH.L,M,47,1628,1,1629,1530404,21,3,164,324
M.MEENA,F,55,2572,12,2584,1530404,21,3,164,324
N.SRINIVASA,M,43,5942,3,5945,1530404,21,3,164,324
NOTA,null,null,19731,94,19825,1530404,21,null,269,324
SIVANANDHAM. C.,M,39,5968,44,6012,1485804,21,2,110,325
DNV SENTHILKUMAR. S.,M,41,568310,6678,574988,1485804,21,3,134,325
ANNADHURAI. K.,M,43,8996,21,9017,1485804,21,2,606,325
ANBUMANI RAMADOSS,M,50,501013,3222,504235,1485804,21,3,287,325
RAJASEKAR. D.,M,43,15481,133,15614,1485804,21,3,693,325
RUKMANIDEVI. R.,F,30,19483,191,19674,1485804,21,3,728,325
ARIVAZHAGAN. P.,M,47,1477,5,1482,1485804,21,3,164,325
DR. ELANGO. S.,M,59,10822,8,10830,1485804,21,3,164,325
SAKTHIVEL. V.,M,41,1500,3,1503,1485804,21,3,164,325
SARAVANAN. S.,M,45,1061,1,1062,1485804,21,3,164,325
DURAI. S.,M,38,1289,4,1293,1485804,21,3,164,325
PADMARAJAN. K. DR.,M,60,2856,6,2862,1485804,21,3,164,325
PALANIAPPAN. P.,M,57,53155,500,53655,1485804,21,3,164,325
MANIVASAGAM. C.,M,54,4425,2,4427,1485804,21,3,164,325
VENKATACHALAM. C.,M,49,3171,1,3172,1485804,21,3,164,325
NOTA,null,null,13304,75,13379,1485804,21,null,269,325
ANNADURAI C N,M,45,661719,4553,666272,1473862,21,3,134,326
AGRI KRISHNAMURTHY S S,M,59,360256,1829,362085,1473862,21,3,17,326
BABU B,M,27,4046,78,4124,1473862,21,2,110,326
ARUL R,M,44,14512,142,14654,1473862,21,3,693,326
KALASTHRI S,M,69,1967,32,1999,1473862,21,3,485,326
RAMESHBABU R,M,41,27258,245,27503,1473862,21,3,728,326
ANNADURAI T S,M,40,923,14,937,1473862,21,2,164,326
ANNADURAI S,M,37,1206,12,1218,1473862,21,2,164,326
ANNADURAI B,M,42,842,6,848,1473862,21,3,164,326
ANBALAGAN M,M,61,814,10,824,1473862,21,2,164,326
INDIRAMOHAN P,M,36,727,1,728,1473862,21,2,164,326
UDHAYAKUMAR P S,M,48,756,3,759,1473862,21,3,164,326
AYYAPPAN M,M,27,846,5,851,1473862,21,3,164,326
KARUNA S,M,51,1851,4,1855,1473862,21,2,164,326
KALAIMANI S,M,33,1632,0,1632,1473862,21,2,164,326
KRISHNAMOORTHY A,M,45,4175,0,4175,1473862,21,3,164,326
KRISHNAMURTHI R,M,38,4001,0,4001,1473862,21,3,164,326
SIVAGURURAJ T,M,26,1758,0,1758,1473862,21,3,164,326
GNANASEKAR A,M,47,38503,136,38639,1473862,21,3,164,326
PADAVETTAN M,M,49,604,2,606,1473862,21,0,164,326
RAGHUNATHAN K,M,40,505,1,506,1473862,21,2,164,326
RAJENDIRAN T,M,61,566,5,571,1473862,21,3,164,326
VIGNESHWARAN A,M,26,606,0,606,1473862,21,3,164,326
VIJAYAN A,M,38,622,1,623,1473862,21,2,164,326
VELU R,M,37,1631,7,1638,1473862,21,2,164,326
NOTA,null,null,12223,94,12317,1473862,21,null,269,326
ELUMALAI V,M,63,385294,1660,386954,1449150,21,3,17,327
SIVAPRAKASH K,M,40,5623,55,5678,1449150,21,2,110,327
VISHNU PRASAD M K,M,46,613390,4370,617760,1449150,21,3,163,327
SAKTHIVEL K,M,37,5291,26,5317,1449150,21,2,869,327
SUNDAR K,M,41,1956,16,1972,1449150,21,2,467,327
TAMIZHARASI A,F,37,32151,258,32409,1449150,21,3,728,327
SHAJI V,M,41,14680,96,14776,1449150,21,3,693,327
ELUMALAI K,M,37,892,11,903,1449150,21,2,164,327
ELUMALAI S,M,37,633,8,641,1449150,21,3,164,327
KOTHANDAPANI B,M,41,964,3,967,1449150,21,2,164,327
SENJERAJA K N K,M,43,2935,5,2940,1449150,21,3,164,327
SENTHAMIZHAN G,M,55,46326,57,46383,1449150,21,3,164,327
PERUMAL M,M,48,4907,5,4912,1449150,21,3,164,327
RAMAMURTHY S,M,43,3608,6,3614,1449150,21,3,164,327
RAMAMURTHY C,M,62,1756,4,1760,1449150,21,3,164,327
NOTA,null,null,16819,102,16921,1449150,21,null,269,327
KALIYAMOORTHY G,M,53,3917,26,3943,1444335,21,2,110,328
RAVIKUMAR D,M,58,556675,2910,559585,1444335,21,2,134,328
ABIRAMI P,F,36,4719,20,4739,1444335,21,2,869,328
ANBIN POYYAMOZHI S,M,48,17819,72,17891,1444335,21,2,693,328
PRAKALATHA D,F,30,24480,129,24609,1444335,21,2,728,328
RAJA S,M,33,2529,3,2532,1444335,21,2,472,328
VADIVEL RAVANAN S,M,66,430091,1426,431517,1444335,21,2,287,328
ARASAN K,M,64,12778,3,12781,1444335,21,2,164,328
ANBALAGAN T,M,55,1312,2,1314,1444335,21,2,164,328
GANAPATHY N,M,55,57939,80,58019,1444335,21,2,164,328
KATHIRVEL M,M,48,994,1,995,1444335,21,2,164,328
DESINGU A,M,37,1348,2,1350,1444335,21,2,164,328
RAJASEKARAN M,M,40,4316,6,4322,1444335,21,2,164,328
NOTA,null,null,11882,61,11943,1444335,21,null,269,328
Gautham Sigamani Pon,M,44,716961,4752,721713,1528938,21,3,134,329
Sakthivel S,M,55,4828,10,4838,1528938,21,3,110,329
Sudhish L K,M,51,321004,790,321794,1528938,21,3,133,329
Ganesh H,M,40,14514,73,14587,1528938,21,3,693,329
Chandramohan M,M,48,1101,7,1108,1528938,21,3,889,329
Sharfudeen S,M,40,30103,143,30246,1528938,21,3,728,329
Kannan S,M,42,1149,3,1152,1528938,21,3,164,329
Kumar K R,M,43,1408,3,1411,1528938,21,2,164,329
Komugi Maniyan M,M,69,50097,82,50179,1528938,21,3,164,329
Govindasamy A,M,54,938,0,938,1528938,21,3,164,329
Sathishkumar A,M,32,1022,2,1024,1528938,21,3,164,329
Sathish Kumar G,M,30,1413,2,1415,1528938,21,3,164,329
Sathees Kumar R,M,40,3956,0,3956,1528938,21,3,164,329
Chandrasekaran V,M,49,8064,2,8066,1528938,21,3,164,329
Siva Kumar P,M,49,1824,0,1824,1528938,21,3,164,329
Sumathi B,F,33,10038,7,10045,1528938,21,2,164,329
Selvam D,M,41,4426,0,4426,1528938,21,3,164,329
Nagarajan S,M,26,1082,0,1082,1528938,21,3,164,329
Prabhu A,M,38,3181,1,3182,1528938,21,3,164,329
Manikandan C,M,36,1298,1,1299,1528938,21,2,164,329
Mannan M P,M,58,1130,0,1130,1528938,21,2,164,329
Mayilamparai Mari A,M,42,1149,2,1151,1528938,21,3,164,329
Ramachandran K,M,47,1305,1,1306,1528938,21,2,164,329
Ramadoss R,M,40,4926,1,4927,1528938,21,3,164,329
NOTA,null,null,11506,70,11576,1528938,21,null,269,329
SADAIYAN.M,M,38,3528,15,3543,1612512,21,2,110,330
SARAVANAN.K.R.S,M,44,458118,1258,459376,1612512,21,3,17,330
PARTHIBAN.S.R,M,49,602453,3849,606302,1612512,21,3,134,330
SILAMBARASAN.C,M,32,4561,2,4563,1612512,21,2,869,330
PRABHU MANIKANDAN.M,M,28,58472,190,58662,1612512,21,3,693,330
MOHAN.P,M,63,776,1,777,1612512,21,3,856,330
RASA.A,M,57,33741,149,33890,1612512,21,3,728,330
AHAMED SHAHJAHAN.M,M,49,1367,2,1369,1612512,21,3,164,330
KALAIMANNAN.C,M,43,635,1,636,1612512,21,2,164,330
SIVARAMAN.S,M,40,4268,5,4273,1612512,21,3,164,330
SURULIVEL.N.K,M,46,1101,1,1102,1612512,21,3,164,330
SELVAM.S.K,M,57,52252,80,52332,1612512,21,3,164,330
TAMILARASAN.T,M,38,1144,4,1148,1612512,21,2,164,330
NATARAJAN.C,M,55,1678,1,1679,1612512,21,3,164,330
PRAVINA.G,F,45,1459,2,1461,1612512,21,2,164,330
MANIMARAN.C,M,35,1989,2,1991,1612512,21,3,164,330
MADESWARAN.S,M,56,773,0,773,1612512,21,3,164,330
MURTHY KAMARAJAR.M,M,33,1464,1,1465,1612512,21,3,164,330
RAVI.A,M,57,1554,2,1556,1612512,21,3,164,330
RAMACHANDRAN.K.T,M,29,438,2,440,1612512,21,3,164,330
RAJA.A,M,50,447,3,450,1612512,21,2,164,330
HARIHARAN.K,M,36,539,2,541,1612512,21,3,164,330
NOTA,null,null,16998,132,17130,1612512,21,null,269,330
KALIAPPAN P,M,70,360541,601,361142,1413599,21,3,17,331
CHINRAJ A.K.P,M,54,623370,2923,626293,1413599,21,3,134,331
RAMAN V,M,45,3576,3,3579,1413599,21,2,110,331
RAMESH T,M,39,967,5,972,1413599,21,3,474,331
SENTHILMURUGAN S,M,50,642,2,644,1413599,21,3,591,331
THANGAVELU R,M,57,30842,105,30947,1413599,21,3,693,331
BASKAR B,M,44,38394,137,38531,1413599,21,3,728,331
MANICKAM S,M,51,777,0,777,1413599,21,3,416,331
MUTHUSAMY M.P.,M,63,1011,0,1011,1413599,21,2,606,331
ARUMUGAM V,M,51,762,0,762,1413599,21,2,164,331
RAMASAMY N,M,52,1866,2,1868,1413599,21,2,164,331
RAMASAMY P,M,55,726,0,726,1413599,21,3,164,331
KALIYAPPAN K,M,73,1818,3,1821,1413599,21,3,164,331
KALIAPPAN S,M,64,1177,0,1177,1413599,21,3,164,331
KALIAPPAN P,M,64,2632,0,2632,1413599,21,3,164,331
SAKTHIYVEL N.K.S,M,47,4398,0,4398,1413599,21,3,164,331
SAKTHIVEL S,M,50,2543,1,2544,1413599,21,3,164,331
SARAVANAVEL R,M,53,2933,2,2935,1413599,21,3,164,331
SAMINATHAN P.P,M,54,23319,28,23347,1413599,21,3,164,331
SIVARAJEE S,M,54,341,0,341,1413599,21,2,164,331
SELLADURAI S,M,38,288,0,288,1413599,21,2,164,331
SELVARAJ K.R,M,63,448,0,448,1413599,21,3,164,331
CHO V,M,47,459,0,459,1413599,21,2,164,331
NATARAJAN M,M,51,2360,2,2362,1413599,21,3,164,331
NALLATHAMBI P,M,66,526,0,526,1413599,21,3,164,331
PRABHU K,M,34,587,0,587,1413599,21,2,164,331
RAMESH T.R,M,39,683,0,683,1413599,21,3,164,331
VINOTHKUMAR V,M,33,4853,4,4857,1413599,21,3,164,331
VIJAYAKARTHIKEYAN B,M,31,2044,0,2044,1413599,21,3,164,331
NOTA,null,null,15007,66,15073,1413599,21,null,269,331
GANESHAMURTHI A,M,72,558929,4662,563591,1462246,21,3,134,332
GOPAL M,M,32,4128,10,4138,1462246,21,2,110,332
MANIMARAN G,M,52,352330,643,352973,1462246,21,3,17,332
KUPPUSAMY P,M,56,3378,1,3379,1462246,21,3,416,332
KUPPUSAMY R,M,41,1603,0,1603,1462246,21,2,606,332
SARAVANAKUMAR A,M,43,47574,145,47719,1462246,21,3,693,332
SEETHALAKSHMI M K,F,43,38849,161,39010,1462246,21,3,728,332
ARUNACHALAM A,M,68,2069,11,2080,1462246,21,3,164,332
ANANTHI S,F,35,485,0,485,1462246,21,2,164,332
GANESHAMURTHY A C,M,58,1537,2,1539,1462246,21,3,164,332
GANESHAMOORTHY M,M,58,1002,4,1006,1462246,21,3,164,332
KATHIRVEL A,M,54,727,1,728,1462246,21,2,164,332
KARTHIKEYAN P,M,40,1502,6,1508,1462246,21,3,164,332
CHITRA,F,40,1445,1,1446,1462246,21,2,164,332
SUBRAMANIAN K,M,55,1276,2,1278,1462246,21,3,164,332
SENTHILKUMAR K C,M,41,25818,40,25858,1462246,21,3,164,332
DHARMALINGAM S,M,47,2455,0,2455,1462246,21,2,164,332
NATARAJAN A,M,46,525,1,526,1462246,21,3,164,332
PARAMASIVAM N,M,60,1167,0,1167,1462246,21,3,164,332
MANI A,M,52,578,1,579,1462246,21,3,164,332
NOTA,null,null,14696,99,14795,1462246,21,null,269,332
"AYYANAR, C.",M,56,7312,9,7321,1530014,21,2,110,333
"ANANDAN, M.S.M.",M,56,414782,575,415357,1530014,21,3,17,333
"SUBBARAYAN, K.",M,71,505793,2932,508725,1530014,21,3,123,333
"CHANDIRAKUMAR, V.S.",M,46,64538,119,64657,1530014,21,3,693,333
"JAGANATHAN, P.",M,50,42079,110,42189,1530014,21,3,728,333
"KATHIRESAN, L.",M,46,3473,3,3476,1530014,21,3,164,333
"KANAGARAJ, P.",M,31,1519,1,1520,1530014,21,3,164,333
"KUMAR, D.",M,36,1597,2,1599,1530014,21,3,164,333
"SENTHILVEL, A.",M,46,1898,1,1899,1530014,21,3,164,333
"SELVAM, S.R.",M,65,43766,50,43816,1530014,21,3,164,333
"RAJKUMAR, S.",M,29,4479,2,4481,1530014,21,2,164,333
"JAGANATHAN, P.",M,60,2675,8,2683,1530014,21,3,164,333
