candidate,sex,age,general_votes,postal_votes,total_votes,total_electors,state_id,category_id,party_id,pc_id
NOTA,null,null,21782,79,21861,1530014,21,null,269,333
"ASHOK KUMAR, R.",M,48,4082,6,4088,1366060,21,2,110,334
"RAJA, A.",M,55,545463,2369,547832,1366060,21,2,134,334
"THIYAGARAJAN, M.",M,59,341649,360,342009,1366060,21,2,17,334
"RAJENTHIRAN, N.",M,55,41055,114,41169,1366060,21,2,693,334
"ARUMUKAM, P.",M,43,1619,2,1621,1366060,21,2,164,334
"RAMASWAMY, M.",M,66,40392,27,40419,1366060,21,2,164,334
"SUBRAMANI, M.",M,55,5219,10,5229,1366060,21,2,164,334
"NAGARAJAN, A.",M,36,2199,0,2199,1366060,21,2,164,334
"RAJARATHINAM, M.",M,55,4746,1,4747,1366060,21,2,164,334
"RAJA, K.",M,51,3254,3,3257,1366060,21,2,164,334
NOTA,null,null,18096,53,18149,1366060,21,null,269,334
RADHAKRISHNAN. C.P,M,61,390823,1184,392007,1958904,21,3,80,335
GOVINDAN. P,M,59,4296,18,4314,1958904,21,2,110,335
NATARAJAN. P.R,M,68,567741,3409,571150,1958904,21,3,125,335
KALYANA SUNDARAM. S,M,36,60391,128,60519,1958904,21,3,728,335
MAHENDRAN. R,M,55,144808,296,145104,1958904,21,3,693,335
MANIKANDAN. P,M,32,2302,5,2307,1958904,21,2,869,335
APPATHURAI. N.R.,M,68,37989,72,38061,1958904,21,3,164,335
KANAGASABAPATHY. G,M,43,2726,1,2727,1958904,21,2,164,335
KRISHNAN. V,M,49,2915,1,2916,1958904,21,3,164,335
DHANAPAL. M,M,26,1533,5,1538,1958904,21,3,164,335
NATARAJAN. A,M,67,1364,6,1370,1958904,21,3,164,335
PUSHPANANTHAM. V,M,50,1421,1,1422,1958904,21,2,164,335
RADHAKRISHNAN. U,M,61,2630,3,2633,1958904,21,3,164,335
RADHAKRISHNAN. P,M,52,1624,3,1627,1958904,21,3,164,335
NOTA,null,null,23081,109,23190,1958904,21,null,269,335
GANESHA MOORTHY. A,M,36,3177,10,3187,1520504,21,2,110,336
SHANMUGA SUNDARAM. K,M,49,550905,3325,554230,1520504,21,3,134,336
MAHENDRAN. C,M,47,377546,801,378347,1520504,21,3,17,336
SANUJA. U,F,35,31399,84,31483,1520504,21,3,728,336
MOOKAMBIKA. R,F,40,59545,148,59693,1520504,21,3,693,336
ANSARI. S,M,40,908,0,908,1520504,21,3,164,336
SHANMUGA SUNDARAM. K.N.,M,60,711,3,714,1520504,21,3,164,336
SHANMUGA SUNDARAM. V,M,41,1271,2,1273,1520504,21,3,164,336
BALAJI. G,M,32,804,2,806,1520504,21,3,164,336
MANICKAVEL. C,M,43,533,1,534,1520504,21,3,164,336
MUTHUKUMAR. C,M,46,943,0,943,1520504,21,3,164,336
MUTHUKUMAR. S,M,49,26631,32,26663,1520504,21,3,164,336
RAMASAMY. K,M,69,2734,3,2737,1520504,21,3,164,336
RAJENDHIRAN. R.G.,M,62,5245,2,5247,1520504,21,3,164,336
NOTA,null,null,15068,42,15110,1520504,21,null,269,336
"ARASUR MANOHARAN (a) MANOHARAN, S",M,63,5704,39,5743,1541881,21,3,110,337
"VELUSAMY, P.",M,52,743813,2710,746523,1541881,21,3,134,337
"SUTHAKARAN, S. Dr.",M,52,38586,198,38784,1541881,21,3,693,337
"SURESH. K,",M,44,2198,10,2208,1541881,21,3,416,337
"MANSOORALI KHAN, A.",M,56,54574,383,54957,1541881,21,3,728,337
"JOTHIMUTHU, K.",M,48,206782,769,207551,1541881,21,3,287,337
"ARUN KUMAR,A.",M,30,1797,7,1804,1541881,21,3,164,337
"ANBUROSE. D,",M,46,1315,9,1324,1541881,21,3,164,337
"ANANTHRAJ, T.",M,34,3022,0,3022,1541881,21,2,164,337
"IRUDAYASAMY, G.",M,59,1059,5,1064,1541881,21,3,164,337
"ESWARAN, R.",M,44,2759,5,2764,1541881,21,3,164,337
"UDAYAKUMAR,A.",M,37,1175,6,1181,1541881,21,2,164,337
"SHANMUGA PRABU,K.",M,35,849,4,853,1541881,21,3,164,337
"DINESHKUMAR, M.",M,28,1415,3,1418,1541881,21,2,164,337
"NAGARAJ , M",M,31,3289,2,3291,1541881,21,2,164,337
"PANDI, M.",M,32,3109,2,3111,1541881,21,2,164,337
"MURUGESAN, S .P,",M,46,1515,1,1516,1541881,21,2,164,337
"VETRIVEL, N.",M,26,3903,0,3903,1541881,21,3,164,337
"VEMBARASAN. V,",M,46,1124,2,1126,1541881,21,3,164,337
"VELUSAMY, P.",M,47,849,2,851,1541881,21,3,164,337
"JOTHI MURUGAN,P.",M,42,62719,156,62875,1541881,21,3,164,337
NOTA,null,null,14051,126,14177,1541881,21,null,269,337
AadhiKrishnan P,M,43,3047,12,3059,1387286,21,2,110,338
Thambidurai M,M,73,274455,696,275151,1387286,21,3,17,338
Jothimani S,F,43,691518,4179,695697,1387286,21,3,163,338
Karuppaiya R,M,53,38399,144,38543,1387286,21,3,728,338
Noyyal Ramasamy M,M,48,1258,6,1264,1387286,21,3,869,338
Manoharan M,M,60,413,1,414,1387286,21,3,499,338
Ramamoorthy R,M,59,715,2,717,1387286,21,3,416,338
Joseph M A,M,69,398,0,398,1387286,21,3,591,338
Jothikumar J,M,40,969,0,969,1387286,21,3,596,338
Hariharan Dr R,M,42,15915,52,15967,1387286,21,3,693,338
Anbazhagan T,M,29,665,1,666,1387286,21,3,164,338
Anbukani S,F,33,1139,6,1145,1387286,21,3,164,338
Ulaganathan T,M,66,823,1,824,1387286,21,2,164,338
Ebeneezer S,M,67,1949,1,1950,1387286,21,3,164,338
Kanagaraj R T,M,50,1299,1,1300,1387286,21,3,164,338
Karthi P,M,36,2174,1,2175,1387286,21,3,164,338
Karthikeyan B K,M,35,2296,0,2296,1387286,21,3,164,338
Karthikeyan M,M,46,1583,2,1585,1387286,21,3,164,338
Sathishkumar S,M,28,1525,1,1526,1387286,21,3,164,338
Saraswathi K,F,57,860,0,860,1387286,21,2,164,338
Sivakumar V,M,38,378,0,378,1387286,21,3,164,338
Selvaraj K,M,44,697,0,697,1387286,21,2,164,338
Thangavel P S N,M,52,31099,40,31139,1387286,21,3,164,338
Dasaprakash K,M,36,813,0,813,1387286,21,3,164,338
Nagajothi M,F,53,393,4,397,1387286,21,3,164,338
Palanivel P,M,39,548,1,549,1387286,21,2,164,338
Babu G,M,33,313,0,313,1387286,21,2,164,338
Pitchaimuthu T,M,44,296,0,296,1387286,21,3,164,338
Prakash N,M,39,506,0,506,1387286,21,3,164,338
Prabakaran T,M,30,1127,2,1129,1387286,21,3,164,338
Pushpahenryraj S,M,45,884,3,887,1387286,21,3,164,338
Mahamuni A,M,35,2867,0,2867,1387286,21,2,164,338
Magudeeswaran K,M,38,720,0,720,1387286,21,3,164,338
Muthu K R P,M,47,920,0,920,1387286,21,3,164,338
Muthukumar G,M,46,1045,0,1045,1387286,21,3,164,338
Ravi S P,M,34,511,1,512,1387286,21,3,164,338
Ramachandran M,M,27,1466,0,1466,1387286,21,2,164,338
Rajalingam M,M,36,396,1,397,1387286,21,3,164,338
Rajesh Kannan K,M,41,270,0,270,1387286,21,3,164,338
Varadan M,M,65,639,0,639,1387286,21,0,164,338
Vigneshwaran P,M,27,697,3,700,1387286,21,3,164,338
Vinothkumar N,M,37,416,0,416,1387286,21,2,164,338
NOTA,null,null,9546,57,9603,1387286,21,null,269,338
DR.Elangovan. V,M,70,161379,620,161999,1508963,21,3,133,339
Thirunavukkarasar. SU,M,69,615667,5618,621285,1508963,21,3,163,339
Balamurugan. S,M,40,3949,12,3961,1508963,21,3,110,339
Asaithambi. P,M,47,2667,18,2685,1508963,21,2,124,339
Anandharaja. V,M,53,41970,164,42134,1508963,21,3,693,339
Easudoss. S,M,52,1299,4,1303,1508963,21,3,617,339
Ganesan. P,M,35,1318,6,1324,1508963,21,3,869,339
Nachi. S,F,33,2364,4,2368,1508963,21,3,596,339
Vinoth. V,M,33,64979,307,65286,1508963,21,3,728,339
Arunachalam. A,M,44,4884,8,4892,1508963,21,3,164,339
Ganesh. R,M,51,1220,3,1223,1508963,21,3,164,339
Karuppaiah.C,M,39,1212,6,1218,1508963,21,3,164,339
Kamaraj. K,M,52,731,0,731,1508963,21,2,164,339
Karthik. K.M,M,36,2134,2,2136,1508963,21,3,164,339
Gopalakrishnan. V,M,30,2529,3,2532,1508963,21,3,164,339
Shadhik Batcha. A,M,48,3374,2,3376,1508963,21,3,164,339
Sarubala. R. Thondaiman,F,60,100399,419,100818,1508963,21,3,164,339
Sundrarajan.P,M,61,3450,1,3451,1508963,21,2,164,339
Chellaperumal.,M,64,2241,0,2241,1508963,21,3,164,339
Thirunavukarasu. S,M,42,3667,2,3669,1508963,21,3,164,339
Durai Benjamin,M,47,873,3,876,1508963,21,3,164,339
Pushparaj. K,M,40,1601,3,1604,1508963,21,3,164,339
Vijayakumar. P,M,41,1350,4,1354,1508963,21,3,164,339
Jayaram Metha. S,M,28,1158,1,1159,1508963,21,3,164,339
NOTA,null,null,14296,141,14437,1508963,21,null,269,339
"SIVAPATHY, N.R",M,55,279439,740,280179,1391853,21,3,17,340
"Dr.PAARIVENDHAR, T. R",M,77,677005,6692,683697,1391853,21,3,134,340
"MUTHULAKSHMI, R.",F,44,4560,26,4586,1391853,21,3,110,340
"SHANTHI, K.",F,36,53229,316,53545,1391853,21,3,728,340
"Senthilvel, A.",M,44,1142,5,1147,1391853,21,3,416,340
"RAJASEKARAN, M.",M,34,953,7,960,1391853,21,3,142,340
"VINOTHKUMAR, S.",M,27,1611,6,1617,1391853,21,3,869,340
"ANNADURAI, V.",M,37,959,3,962,1391853,21,2,164,340
"ANANDRAJ, B.",M,27,875,3,878,1391853,21,3,164,340
"RAJASEKARAN, M.",M,58,45489,102,45591,1391853,21,3,164,340
"UTHAMASELVAN, N.",M,47,983,0,983,1391853,21,3,164,340
"KARUPPAIYA, M.",M,34,839,0,839,1391853,21,3,164,340
"SABABATHI, S.",M,26,885,0,885,1391853,21,3,164,340
"SURESH, K.",M,29,1381,4,1385,1391853,21,2,164,340
"PACHAMUTHU, P.",M,36,3336,0,3336,1391853,21,3,164,340
"MURUGAN, P.",M,31,4311,2,4313,1391853,21,3,164,340
"RAJASEKARAN, T.",M,45,2455,0,2455,1391853,21,3,164,340
"VINCENT MELBONE, J.",M,45,3170,1,3171,1391853,21,3,164,340
"JAVEED HUSSAIN, T.",M,28,913,0,913,1391853,21,3,164,340
NOTA,null,null,11219,106,11325,1391853,21,null,269,340
T. R. V .S. RAMESH,M,48,519594,2566,522160,1364038,21,3,134,341
C. JEYAPRAKASH,M,35,2813,14,2827,1364038,21,2,110,341
V. ANNAMALAI,M,44,23612,101,23713,1364038,21,3,693,341
KUPPUSAMY,M,65,7540,0,7540,1364038,21,2,467,341
Dr. R. GOVINDASAMY,M,69,376628,1549,378177,1364038,21,3,287,341
R. CHITHRA,F,40,34565,127,34692,1364038,21,3,728,341
CHELLADURAI,M,35,2585,2,2587,1364038,21,2,869,341
M PAVADAI RAJA,M,40,458,1,459,1364038,21,3,472,341
A. MANIKANDAN,M,43,636,2,638,1364038,21,3,747,341
M. RAGHUNATHAN,M,48,747,1,748,1364038,21,3,620,341
S. RAJAMOHAN,M,65,919,1,920,1364038,21,3,164,341
K. RAMAN,M,43,1941,2,1943,1364038,21,3,164,341
D. SANKAR,M,27,2860,0,2860,1364038,21,3,164,341
M. SATHIYASEELAN,M,38,1671,0,1671,1364038,21,2,164,341
D. SENTHAMARAI KANNAN,M,54,1275,2,1277,1364038,21,3,164,341
K. THANGAVEL,M,49,44865,27,44892,1364038,21,3,164,341
S. DHANASEKARAN,M,37,3296,0,3296,1364038,21,2,164,341
A. MARIMUTHU,M,34,634,1,635,1364038,21,2,164,341
MOOVANDHAN,M,42,1518,0,1518,1364038,21,3,164,341
A. JAYAMANI,M,35,574,0,574,1364038,21,3,164,341
K. HEMANTH KUMAR,M,28,1350,0,1350,1364038,21,3,164,341
NOTA,null,null,8660,65,8725,1364038,21,null,269,341
CHANDRASEKAR P,M,46,495432,1578,497010,1480222,21,2,17,342
KRISHNARAJ M,M,29,4665,10,4675,1480222,21,2,499,342
SIVAJOTHI M,M,35,37329,142,37471,1480222,21,2,728,342
THIRUMAAVALAVAN THOL,M,56,498401,1828,500229,1480222,21,2,421,342
PARVATHI S,F,44,4093,7,4100,1480222,21,2,591,342
RAVI T,M,49,15260,74,15334,1480222,21,2,693,342
ELAVARASAN A,M,55,62219,89,62308,1480222,21,2,164,342
KALAIYARASAN R,M,31,2140,15,2155,1480222,21,2,164,342
KITTU T,M,53,1197,3,1200,1480222,21,2,164,342
KRISHNAKUMARI A,F,45,1704,2,1706,1480222,21,2,164,342
GURUSAMY P,M,51,7010,2,7012,1480222,21,2,164,342
PERIYASAMY T,M,29,1464,0,1464,1480222,21,2,164,342
JAGATHEESAN M,M,45,2992,1,2993,1480222,21,2,164,342
NOTA,null,null,15479,56,15535,1480222,21,null,269,342
ASAIMANI. S,M,64,337448,530,337978,1484842,21,3,17,343
RAMALINGAM. S,M,74,595845,3447,599292,1484842,21,3,134,343
KALYANA SUNDARAM. N,M,66,3173,10,3183,1484842,21,2,110,343
SUBHASHINI. K,F,27,40929,127,41056,1484842,21,3,728,343
REFAYUDEEN. M,M,46,16954,51,17005,1484842,21,3,693,343
HABEEB MOHAMED. U,M,65,892,0,892,1484842,21,3,505,343
ANNADURAI. K,M,51,324,1,325,1484842,21,3,164,343
ABDUL BASEETH,M,30,368,3,371,1484842,21,3,164,343
ARAVAAZHI. K,M,52,609,2,611,1484842,21,2,164,343
KANNAPIRAN. M,M,37,465,0,465,1484842,21,2,164,343
KANNAN. R,M,44,431,2,433,1484842,21,3,164,343
KRITHIVASAN. S,M,82,902,4,906,1484842,21,3,164,343
SHANMUGAM. M,M,50,728,0,728,1484842,21,3,164,343
SAMIDURAI. E,M,63,601,2,603,1484842,21,2,164,343
SRINIVASAN. V,M,50,2158,0,2158,1484842,21,3,164,343
SUGUMARAN. K,M,44,2473,0,2473,1484842,21,2,164,343
SUBRAMANIAN. P,M,41,3192,0,3192,1484842,21,3,164,343
SENTHAMIZHAN. S,M,39,68928,102,69030,1484842,21,3,164,343
THIRUGNANASAMBANDAM. D,M,78,1100,1,1101,1484842,21,3,164,343
THIRUNAVUKKARASU. R,M,82,476,2,478,1484842,21,3,164,343
KAPPUR DHAKSHINAMOORTHY. M,M,47,1029,0,1029,1484842,21,2,164,343
DEVADOS. P,M,32,1303,0,1303,1484842,21,2,164,343
RAJASEKAR. A,M,44,1335,2,1337,1484842,21,3,164,343
RAJA. N,M,45,263,0,263,1484842,21,2,164,343
RAJESH. P,M,37,415,0,415,1484842,21,2,164,343
VANIDHAS. M,M,65,777,0,777,1484842,21,3,164,343
VILVANATHAN. M,M,44,1608,0,1608,1484842,21,3,164,343
NOTA,null,null,8191,40,8231,1484842,21,null,269,343
ANITHA V,F,37,5399,13,5412,1303649,21,2,110,344
SARAVANAN M,M,41,311014,525,311539,1303649,21,2,17,344
SELVARAJ M,M,63,519596,3296,522892,1303649,21,2,123,344
AMBIKAPATHI D,M,39,2904,2,2906,1303649,21,2,701,344
GURUVIAH K,M,61,14410,93,14503,1303649,21,2,693,344
MALATHI P,F,25,51207,241,51448,1303649,21,2,728,344
VEDARETHINAM G,M,50,894,1,895,1303649,21,2,467,344
JAYALAKSHMI,F,30,1175,3,1178,1303649,21,2,869,344
SAMPATH R,M,57,1684,2,1686,1303649,21,2,164,344
SAMBATHKUMAR A,M,39,2099,2,2101,1303649,21,2,164,344
SIVAKUMAR P,M,44,1268,0,1268,1303649,21,2,164,344
SENGODI T,F,36,70177,130,70307,1303649,21,2,164,344
SOUNDARARAJAN M,M,62,1090,0,1090,1303649,21,2,164,344
PREM S,M,38,3117,1,3118,1303649,21,2,164,344
JAGADEESH J,M,27,2396,6,2402,1303649,21,2,164,344
NOTA,null,null,9413,50,9463,1303649,21,null,269,344
"PALANIMANICKAM,S.S.",M,68,583621,5357,588978,1461052,21,3,134,345
"STALIN,R.",M,26,5840,16,5856,1461052,21,2,110,345
"KRISHNAKUMAR,N.",M,44,57740,184,57924,1461052,21,3,728,345
SAMPATH RAMADOSS,M,53,23375,102,23477,1461052,21,3,693,345
"NATARAJAN,N.R .",M,52,220417,432,220849,1461052,21,3,868,345
"PANASAIARANGAN,K.N.",M,56,2038,3,2041,1461052,21,3,591,345
"ABDULBUHARI,K .",M,42,1242,2,1244,1461052,21,3,164,345
"SAMANTHA,K.S.",F,36,2638,5,2643,1461052,21,3,164,345
"SELVARAJ,R .",M,63,28234,40,28274,1461052,21,3,164,345
"MUTHUVEL,S .",M,49,4508,1,4509,1461052,21,2,164,345
"MURUGESAN, P.",M,62,102418,453,102871,1461052,21,3,164,345
"VIJAYAKUMAR,T.",M,38,5449,3,5452,1461052,21,3,164,345
NOTA,null,null,15050,55,15105,1461052,21,null,269,345
KARTI P CHIDAMBARAM,M,47,564002,2102,566104,1552019,21,3,163,346
SARAVANAN.K,M,37,5068,11,5079,1552019,21,2,110,346
H.RAJA,M,61,233295,565,233860,1552019,21,3,80,346
V.SAKTHI PRIYA,F,27,71991,249,72240,1552019,21,3,728,346
KAVINGNAR SNEKAN,M,46,22846,85,22931,1552019,21,3,693,346
ARIMALAM THIAGI.SUBRAMANIAN MUTHURAJA,M,80,1275,8,1283,1552019,21,3,472,346
M.PRABHAKARAN,M,34,1226,5,1231,1552019,21,3,869,346
A.VELLADURAI,M,51,2552,1,2553,1552019,21,3,142,346
A.ANTONY SESU RAJA,M,37,1187,4,1191,1552019,21,3,164,346
L.KASINATHAN,M,63,1786,3,1789,1552019,21,3,164,346
N.KARTHICK,M,25,1422,0,1422,1552019,21,3,164,346
C.SARAVANAN,M,33,2094,3,2097,1552019,21,3,164,346
SINGADURAI.R,M,28,3966,10,3976,1552019,21,3,164,346
C.CHIDAMBARAM,M,63,1261,0,1261,1552019,21,3,164,346
M.CHINNAIAH,M,42,1248,0,1248,1552019,21,3,164,346
SENTHAMILSELVI.R,F,59,3449,4,3453,1552019,21,3,164,346
SENTHIL KUMAR.C,M,42,4690,0,4690,1552019,21,3,164,346
K.CHELLAKKANNU,M,68,3951,1,3952,1552019,21,2,164,346
P.SELVARAJ,M,52,2483,2,2485,1552019,21,3,164,346
R.NATARAJAN,M,46,1284,0,1284,1552019,21,3,164,346
V.PANDI,M,43,122325,209,122534,1552019,21,3,164,346
M.MOHAMMED RABEEK,M,47,1441,0,1441,1552019,21,3,164,346
A.RADHA KRISHNAN,M,63,905,0,905,1552019,21,2,164,346
M.RAJASEKAR,M,27,2140,0,2140,1552019,21,3,164,346
M.RAJA,M,33,2866,3,2869,1552019,21,3,164,346
P.RAJENDHIRAN,M,59,11159,8,11167,1552019,21,3,164,346
NOTA,null,null,9255,28,9283,1552019,21,null,269,346
DHAVAMANI A,M,53,2640,19,2659,1539026,21,2,110,347
RAJ SATYEN V.V.R,M,36,307033,647,307680,1539026,21,3,17,347
VENKATESAN S,M,49,444152,2923,447075,1539026,21,3,125,347
ALAGAR P,M,90,2637,7,2644,1539026,21,2,591,347
ALAGAR M,M,52,84842,206,85048,1539026,21,3,693,347
PANDIAMMAL J,F,38,42721,180,42901,1539026,21,3,728,347
MAYALAGAN N,M,34,952,3,955,1539026,21,2,869,347
ANNADURAI P,M,51,713,3,716,1539026,21,3,164,347
RAMASAMY T,M,63,915,3,918,1539026,21,3,164,347
GOPALAKRISHNAN S,M,68,549,2,551,1539026,21,3,164,347
GOPALAKRISHNAN M,M,41,1914,2,1916,1539026,21,3,164,347
SHANMUGHAM V,M,74,855,0,855,1539026,21,3,164,347
DAVID ANNADURAI K,M,42,85318,429,85747,1539026,21,3,164,347
DHARMAR P,M,35,1842,1,1843,1539026,21,2,164,347
NAGA JOTHI K,F,33,1000,0,1000,1539026,21,3,164,347
PASUMPON PANDIAN S,M,54,2271,1,2272,1539026,21,3,164,347
BALACHANDRAN T,M,58,937,0,937,1539026,21,3,164,347
PALPANDI M,M,49,2621,0,2621,1539026,21,2,164,347
BRITTO JAI SINGH M,M,34,1503,1,1504,1539026,21,3,164,347
BOOMINATHAN K,M,47,918,2,920,1539026,21,2,164,347
BOOMI RAJAN K,M,34,788,2,790,1539026,21,3,164,347
MUTHUKUMAR T,M,34,611,1,612,1539026,21,3,164,347
MOHAN N,M,37,1356,3,1359,1539026,21,2,164,347
RAMESH K.K,M,47,707,0,707,1539026,21,3,164,347
VENKATESAN M,M,50,1772,1,1773,1539026,21,3,164,347
VENKATESWARAN S,M,30,689,4,693,1539026,21,3,164,347
SHOBANA S,F,37,3133,10,3143,1539026,21,3,164,347
NOTA,null,null,16111,76,16187,1539026,21,null,269,347
"ARUMUGAM, S.",M,48,3676,94,3770,1561040,21,2,110,348
"ELANGOVAN, E.V.K.S.",M,70,425785,2335,428120,1561040,21,3,163,348
"RAVEENDRANATH KUMAR, P",M,39,503459,1354,504813,1561040,21,3,17,348
"ALLIKKODI, P.",M,58,4024,20,4044,1561040,21,3,846,348
SHAGUL HAMEED,M,59,27438,426,27864,1561040,21,3,728,348
"CHINNASATHIYAMOORTHY, T.",M,54,2590,7,2597,1561040,21,3,856,348
"RADHAKRISHNAN, S.",M,51,16708,171,16879,1561040,21,3,693,348
"RAMARAJ, G.",M,53,754,25,779,1561040,21,3,416,348
"ALEXPANDIAN, S.",M,37,3189,28,3217,1561040,21,3,164,348
ANNAKILI,F,40,5226,32,5258,1561040,21,2,164,348
"RAVICHANDRAN, K.",M,47,1037,6,1043,1561040,21,3,164,348
ESWARAN,M,33,797,6,803,1561040,21,2,164,348
GUNASINGH,M,47,719,5,724,1561040,21,3,164,348
"KUMARAGURUBARAN, P.",M,45,1596,6,1602,1561040,21,3,164,348
"KESAVARAJA, J.",M,35,1804,11,1815,1561040,21,2,164,348
"SILAMBARASAN, P.",M,32,4191,7,4198,1561040,21,2,164,348
"SIVAMUNIYANDI, A.",M,37,1902,6,1908,1561040,21,2,164,348
"SENTHILKUMAR, J.",M,48,2172,0,2172,1561040,21,3,164,348
THANGA TAMILSELVAN,M,58,143173,877,144050,1561040,21,3,164,348
"PARTHIPAN, G.",M,54,1809,4,1813,1561040,21,3,164,348
"PRAKASH, P.",M,35,832,7,839,1561040,21,2,164,348
"MANIMURUGAN, C.",M,42,352,1,353,1561040,21,3,164,348
"RAMACHANDRAN, K.",M,35,289,2,291,1561040,21,3,164,348
"RAMAMURTHI, S.",M,46,273,0,273,1561040,21,2,164,348
"RAJASEKARAN, V.",M,40,273,1,274,1561040,21,3,164,348
"RAJARISHIGURUDEV, S.",M,26,613,1,614,1561040,21,3,164,348
"RAJKUMAR, P.",M,30,288,2,290,1561040,21,2,164,348
"VELMURUGAN, S.P.",M,55,926,0,926,1561040,21,3,164,348
"VAIYATHURAI, A.",M,59,1022,0,1022,1561040,21,2,164,348
"JEYAMANI, K.",M,42,449,3,452,1561040,21,3,164,348
NOTA,null,null,10553,133,10686,1561040,21,null,269,348
"ALAGARSAMY, R.",M,47,315055,1274,316329,1484256,21,3,133,349
"PERUMALSAMY, M.",M,40,3707,63,3770,1484256,21,2,110,349
"MANICKAM TAGORE, B.",M,44,464667,6216,470883,1484256,21,3,163,349
"ARULMOZHITHEVAN, K.",M,36,52591,449,53040,1484256,21,3,728,349
"KAVITHA, A.",F,41,1632,133,1765,1484256,21,3,476,349
"SAKKARAVARTHY, P.",M,59,2731,33,2764,1484256,21,3,482,349
"PACKIARAJ, E.",M,35,1529,16,1545,1484256,21,3,869,349
"MANIKANDAN, R.",M,35,1964,5,1969,1484256,21,3,142,349
"MUNIYASAMY, V.",M,41,56815,314,57129,1484256,21,3,693,349
"ALAGARSAMY, N.",M,32,3723,17,3740,1484256,21,3,164,349
"ELANGO, S.",M,34,935,2,937,1484256,21,3,164,349
"UMAYORUBAGAM, M.",M,67,788,1,789,1484256,21,3,164,349
"GANESHKUMAR, S.",M,46,1622,2,1624,1484256,21,3,164,349
"KALYANASUNDARAM, A.",M,39,2479,8,2487,1484256,21,2,164,349
"GOVINDAN, A.",M,54,4194,5,4199,1484256,21,3,164,349
"SANKARANARAYANAN, N.",M,34,3701,4,3705,1484256,21,3,164,349
"SABARI PONRAJ, B.",M,32,5662,4,5666,1484256,21,3,164,349
"SUGAN RAJEEV, M.",M,29,2435,1,2436,1484256,21,3,164,349
"SENTHILKUMAR, S.",M,33,2714,3,2717,1484256,21,3,164,349
"SELVAKUMAR, M.",M,30,842,4,846,1484256,21,3,164,349
"ADVOCATE.THANGAPANDIAN, M.",M,35,1495,7,1502,1484256,21,3,164,349
"Dr.DHANUSHKODI, M.",M,53,3108,10,3118,1484256,21,3,164,349
"THIAGARAJAN, P.I.D.",M,72,850,3,853,1484256,21,3,164,349
"PARAMASIVA IYYAPPAN, S.",M,45,107033,582,107615,1484256,21,3,164,349
"PALANICHAMY KUDUMBAR, P.",M,31,1060,5,1065,1484256,21,2,164,349
"BACKIYARAJ, K.",M,49,822,3,825,1484256,21,3,164,349
"BALACHANDAR, N.",M,33,1812,2,1814,1484256,21,3,164,349
"VALLINAYAGAM, N.",M,37,2289,22,2311,1484256,21,3,164,349
NOTA,null,null,17087,205,17292,1484256,21,null,269,349
NAINAR NAGENTHRAN,M,59,341304,1517,342821,1559740,21,3,80,350
K. PANCHATCHARAM,M,43,3659,22,3681,1559740,21,3,110,350
G. KESAV YADAV,M,56,2875,8,2883,1559740,21,3,747,350
K. NAVASKANI,M,39,467585,2358,469943,1559740,21,3,173,350
T. BHUVANESWARI,F,37,46125,260,46385,1559740,21,3,728,350
P. LOGANATHAN,M,39,1872,5,1877,1559740,21,3,744,350
VIJAYA BASKAR,M,30,14802,123,14925,1559740,21,3,693,350
ASAN ALI. A,M,32,1440,3,1443,1559740,21,3,164,350
ALLA PICHAI,M,75,883,0,883,1559740,21,3,164,350
ANANDARAJ. M,M,40,1458,2,1460,1559740,21,3,164,350
C. ANANTH,M,28,4714,7,4721,1559740,21,3,164,350
"V.D.N. ANANDH. B.E.,",M,38,141195,611,141806,1559740,21,3,164,350
N. KATHIRAVAN,M,52,1789,0,1789,1559740,21,3,164,350
KARUPPASAMY. N,M,27,2277,6,2283,1559740,21,3,164,350
B. KRISHNARAJA,M,44,979,1,980,1559740,21,3,164,350
K. KURUNTHAPPAN,M,42,4595,1,4596,1559740,21,3,164,350
DEVA SITHAM. I,M,32,4178,21,4199,1559740,21,3,164,350
PRABHAKARAN. S,M,37,1798,0,1798,1559740,21,3,164,350
S. MOHAMED ALI JINNAH,M,37,1459,1,1460,1559740,21,3,164,350
RAJANIKANTH AGAMUDAIYAR,M,46,3536,14,3550,1559740,21,3,164,350
V. VINAYAGAMOORTHY,M,47,1367,0,1367,1559740,21,3,164,350
JAWAHIRALI. H,M,32,2295,1,2296,1559740,21,3,164,350
JEYAPANDIAN. R,M,26,1403,2,1405,1559740,21,3,164,350
NOTA,null,null,7536,59,7595,1559740,21,null,269,350
KANIMOZHI KARUNANIDHI,F,51,560345,2798,563143,1427783,21,3,134,351
"SIVA, V.",M,33,2909,18,2927,1427783,21,3,110,351
DR. TAMILISAI SOUNDARARAJAN,F,57,214497,1437,215934,1427783,21,3,80,351
GABRIEL JAMES FERNANDO,M,56,2546,3,2549,1427783,21,3,291,351
"CHRISTANTINE RAJASEKAR, S.",M,55,48814,408,49222,1427783,21,3,728,351
"PON KUMARAN, T.P.S.",M,59,25596,106,25702,1427783,21,3,693,351
"MAHARAJAN, M.",M,30,2911,11,2922,1427783,21,3,744,351
"RAJAKUMAR NAIDU, E.V.S.",M,50,2509,7,2516,1427783,21,3,874,351
RAJKUMAR POLIAH,M,35,688,1,689,1427783,21,3,875,351
"JAYA GANESH, D.",M,36,903,5,908,1427783,21,3,716,351
